DEVICE,DATE,DISSOLVED OXYGEN,ORP,PH,CONDUCTIVITY,TEMPERATURE
Lifeguard Dock DataPod™,23:09 04/28/2025,1.659999966621399,-22.70000076293945,8.604000091552734,50490,67.56979942321777
Lifeguard Dock DataPod™,22:39 04/28/2025,1.480000019073486,-27.60000038146973,8.579000473022461,50600,67.04059829711915
Lifeguard Dock DataPod™,22:09 04/28/2025,1.289999961853027,-32.09999847412109,8.524999618530273,50670,66.73279914855956
Lifeguard Dock DataPod™,21:39 04/28/2025,0.9300000071525574,-17.70000076293945,8.571999549865723,50770,65.96780052185058
Lifeguard Dock DataPod™,21:09 04/28/2025,0.8100000023841858,-17.39999961853027,8.553999900817871,50690,65.46200027465821
Lifeguard Dock DataPod™,20:39 04/28/2025,0.6399999856948853,2.099999904632568,8.572999954223633,50090,65.15420112609863
Lifeguard Dock DataPod™,20:09 04/28/2025,0.6600000262260437,-4.800000190734863,8.593000411987305,49560,65.4098014831543
Lifeguard Dock DataPod™,19:39 04/28/2025,0.5899999737739563,-17.89999961853027,8.630999565124512,49450,65.2118003845215
Lifeguard Dock DataPod™,19:09 04/28/2025,0.5799999833106995,-12.80000019073486,8.647000312805176,48780,65.72480010986328
Lifeguard Dock DataPod™,18:39 04/28/2025,0.5299999713897705,4.5,8.607999801635742,48730,65.01379928588867
Lifeguard Dock DataPod™,18:10 04/28/2025,0.4699999988079071,-46.20000076293945,8.54699993133545,48530,64.70600013732911
Lifeguard Dock DataPod™,17:40 04/28/2025,0.5,-11.19999980926514,8.479000091552734,48180,64.73299903869628
Lifeguard Dock DataPod™,17:10 04/28/2025,0.5600000023841858,-6.099999904632568,8.34000015258789,47990,64.62860145568848
Lifeguard Dock DataPod™,16:40 04/28/2025,0.4399999976158142,3.700000047683716,8.324000358581543,47430,64.27579956054689
Lifeguard Dock DataPod™,16:10 04/28/2025,0.4600000083446503,-54.20000076293945,8.088000297546387,46990,64.18219947814941
Lifeguard Dock DataPod™,15:40 04/28/2025,0.119999997317791,-6.199999809265137,8.524999618530273,46210,64.15340156555176
Lifeguard Dock DataPod™,15:10 04/28/2025,0.1599999964237213,-33.09999847412109,8.574999809265137,45670,63.78620071411133
Lifeguard Dock DataPod™,14:40 04/28/2025,0.1299999952316284,-2.400000095367432,8.623000144958496,44980,64.175
Lifeguard Dock DataPod™,14:10 04/28/2025,0.05000000074505806,8.100000381469727,8.628000259399414,45380,64.27940101623535
Lifeguard Dock DataPod™,13:40 04/28/2025,0.05999999865889549,-77.4000015258789,8.670999526977539,44870,64.19300041198731
Lifeguard Dock DataPod™,13:11 04/28/2025,0.05000000074505806,37.40000152587891,8.666999816894531,44410,64.41259994506835
Lifeguard Dock DataPod™,12:41 04/28/2025,0.1099999994039536,41.59999847412109,8.663000106811523,44070,64.49360008239746
Lifeguard Dock DataPod™,12:11 04/28/2025,0.1599999964237213,30.60000038146973,8.663000106811523,43540,64.58720016479492
Lifeguard Dock DataPod™,11:41 04/28/2025,0.1700000017881394,10.89999961853027,8.651000022888184,43310,64.62320098876954
Lifeguard Dock DataPod™,11:11 04/28/2025,0.1700000017881394,-0.5,8.656999588012695,43560,64.36040115356445
Lifeguard Dock DataPod™,10:41 04/28/2025,0.25,11.80000019073486,8.649999618530273,44620,64.04360008239746
Lifeguard Dock DataPod™,10:11 04/28/2025,0.4099999964237213,6.400000095367432,8.651000022888184,48120,63.30199890136719
Lifeguard Dock DataPod™,09:41 04/28/2025,0.6299999952316284,12.89999961853027,8.638999938964844,51690,62.99599876403808
Lifeguard Dock DataPod™,09:12 04/28/2025,0.8600000143051147,8.199999809265137,8.638999938964844,51550,63.07340087890625
Lifeguard Dock DataPod™,08:42 04/28/2025,1.240000009536743,23.39999961853027,8.637999534606934,51080,63.2858009338379
Lifeguard Dock DataPod™,08:12 04/28/2025,1.47000002861023,-3.299999952316284,8.628999710083008,50270,63.62960090637207
Lifeguard Dock DataPod™,07:42 04/28/2025,1.399999976158142,22.20000076293945,8.616999626159668,50190,64.09940032958984
Lifeguard Dock DataPod™,07:12 04/28/2025,0.9599999785423278,17.20000076293945,8.635000228881836,48990,64.17860145568848
Lifeguard Dock DataPod™,06:42 04/28/2025,1.049999952316284,10.89999961853027,8.626999855041504,49310,64.6519989013672
Lifeguard Dock DataPod™,06:12 04/28/2025,1.070000052452087,23.20000076293945,8.619999885559082,49080,64.77980079650878
Lifeguard Dock DataPod™,05:43 04/28/2025,1.090000033378601,7.599999904632568,8.71399974822998,49300,64.83560104370116
Lifeguard Dock DataPod™,05:13 04/28/2025,1.120000004768372,8.199999809265137,8.711999893188477,49040,64.7348014831543
Lifeguard Dock DataPod™,04:43 04/28/2025,1.230000019073486,4.800000190734863,8.718000411987305,50070,65.08040046691895
Lifeguard Dock DataPod™,04:13 04/28/2025,1.090000033378601,-25.89999961853027,8.73799991607666,50080,64.92380065917969
Lifeguard Dock DataPod™,03:43 04/28/2025,1.179999947547913,-13.60000038146973,8.664999961853027,50020,65.24419975280762
Lifeguard Dock DataPod™,03:13 04/28/2025,1.230000019073486,-15.89999961853027,8.604000091552734,49880,65.35940170288086
Lifeguard Dock DataPod™,02:43 04/28/2025,1.22000002861023,-15.89999961853027,8.553999900817871,50070,65.73020057678222
Lifeguard Dock DataPod™,02:13 04/28/2025,1.200000047683716,-0.300000011920929,8.527999877929688,49850,66.03440170288086
Lifeguard Dock DataPod™,01:44 04/28/2025,1.25,-29.29999923706055,8.503000259399414,49970,66.21259994506835
Lifeguard Dock DataPod™,01:14 04/28/2025,1.25,-19.20000076293945,8.49899959564209,49670,66.4879997253418
Lifeguard Dock DataPod™,00:44 04/28/2025,1.509999990463257,-20.70000076293945,8.498000144958496,49630,66.9019989013672
Lifeguard Dock DataPod™,00:14 04/28/2025,1.649999976158142,-7.900000095367432,8.51099967956543,49500,67.1341983795166
Lifeguard Dock DataPod™,23:44 04/27/2025,1.700000047683716,-6.699999809265137,8.513999938964844,48960,67.4131996154785
Lifeguard Dock DataPod™,23:14 04/27/2025,1.950000047683716,7.599999904632568,8.498000144958496,48770,67.7408016204834
Lifeguard Dock DataPod™,22:45 04/27/2025,1.779999971389771,-9.100000381469727,8.543999671936035,48760,67.56259994506836
Lifeguard Dock DataPod™,22:15 04/27/2025,1.549999952316284,-22.79999923706055,8.553000450134277,49120,66.72200164794921
Lifeguard Dock DataPod™,21:45 04/27/2025,1.139999985694885,7.699999809265137,8.553000450134277,49660,65.85079956054688
Lifeguard Dock DataPod™,21:15 04/27/2025,1.059999942779541,-0.300000011920929,8.59000015258789,49960,65.33419837951661
Lifeguard Dock DataPod™,20:45 04/27/2025,0.8700000047683716,-3.400000095367432,8.559000015258789,50240,64.89679832458496
Lifeguard Dock DataPod™,20:15 04/27/2025,0.6700000166893005,7.800000190734863,8.515000343322754,50380,64.24700164794922
Lifeguard Dock DataPod™,19:45 04/27/2025,0.6100000143051147,16.60000038146973,8.472000122070312,49800,64.19300041198731
Lifeguard Dock DataPod™,19:15 04/27/2025,0.5600000023841858,-1.799999952316284,8.402000427246094,49480,64.13540115356446
Lifeguard Dock DataPod™,18:45 04/27/2025,0.5600000023841858,6.300000190734863,8.298999786376953,49350,63.85819892883301
Lifeguard Dock DataPod™,18:16 04/27/2025,0.6399999856948853,6.099999904632568,8.255999565124512,47390,64.07059898376464
Lifeguard Dock DataPod™,17:46 04/27/2025,0.3400000035762787,8,8.15999984741211,46260,64.37300109863281
Lifeguard Dock DataPod™,17:16 04/27/2025,0.3700000047683716,-0.4000000059604645,8.057999610900879,45240,64.80859870910643
Lifeguard Dock DataPod™,16:46 04/27/2025,0.4399999976158142,1.399999976158142,8.020000457763672,42210,64.21999931335449
Lifeguard Dock DataPod™,16:16 04/27/2025,0.5099999904632568,6.900000095367432,7.902999877929688,42070,63.66020126342774
Lifeguard Dock DataPod™,15:46 04/27/2025,0.5099999904632568,13.80000019073486,8.543999671936035,42930,63.262400054931646
Lifeguard Dock DataPod™,15:16 04/27/2025,0.3100000023841858,6.699999809265137,8.503999710083008,43910,63.93740005493164
Lifeguard Dock DataPod™,14:46 04/27/2025,0.2700000107288361,-5.800000190734863,8.5,41540,63.503601455688475
Lifeguard Dock DataPod™,14:16 04/27/2025,0.1700000017881394,16.10000038146973,8.512999534606934,41370,63.47840156555176
Lifeguard Dock DataPod™,13:47 04/27/2025,0,20.5,8.491000175476074,40810,63.98239936828613
Lifeguard Dock DataPod™,13:17 04/27/2025,0.05999999865889549,7.199999809265137,8.482999801635742,39460,64.26860008239747
Lifeguard Dock DataPod™,12:47 04/27/2025,0.03999999910593033,15.89999961853027,8.479999542236328,38940,64.11020126342774
Lifeguard Dock DataPod™,12:17 04/27/2025,0.1599999964237213,14.10000038146973,8.467000007629395,38750,64.25420112609864
Lifeguard Dock DataPod™,11:47 04/27/2025,0.2300000041723252,15.89999961853027,8.468999862670898,38820,64.4
Lifeguard Dock DataPod™,11:17 04/27/2025,0.2800000011920929,30.70000076293945,8.46399974822998,39210,64.51879997253418
Lifeguard Dock DataPod™,10:47 04/27/2025,0.3499999940395355,26.89999961853027,8.470000267028809,39330,64.44320030212403
Lifeguard Dock DataPod™,10:17 04/27/2025,0.4300000071525574,29.39999961853027,8.46399974822998,39250,64.32440032958985
Lifeguard Dock DataPod™,09:48 04/27/2025,0.5699999928474426,-29.20000076293945,8.480999946594238,40070,64.06160049438476
Lifeguard Dock DataPod™,09:18 04/27/2025,0.7900000214576721,-7.800000190734863,8.5,44340,63.78440170288086
Lifeguard Dock DataPod™,08:48 04/27/2025,0.7799999713897705,19.60000038146973,8.484000205993652,51190,63.52519989013671
Lifeguard Dock DataPod™,08:18 04/27/2025,1.659999966621399,-17.10000038146973,8.484000205993652,52050,63.50719947814942
Lifeguard Dock DataPod™,07:48 04/27/2025,0.9599999785423278,21.20000076293945,8.487000465393066,51740,63.703401565551765
Lifeguard Dock DataPod™,07:18 04/27/2025,1.090000033378601,33.5,8.482999801635742,51150,64.45580024719239
Lifeguard Dock DataPod™,06:48 04/27/2025,1.179999947547913,19.70000076293945,8.482000350952148,50170,65.13979873657226
Lifeguard Dock DataPod™,06:19 04/27/2025,1.259999990463257,6.5,8.47700023651123,50660,65.37019920349121
Lifeguard Dock DataPod™,05:49 04/27/2025,1.379999995231628,18.20000076293945,8.472000122070312,49800,65.18660049438476
Lifeguard Dock DataPod™,05:19 04/27/2025,1.379999995231628,17.60000038146973,8.47700023651123,48650,65.65819892883302
Lifeguard Dock DataPod™,04:49 04/27/2025,1.370000004768372,22.20000076293945,8.472000122070312,48360,65.61860008239746
Lifeguard Dock DataPod™,04:19 04/27/2025,1.440000057220459,12.69999980926514,8.468000411987305,48170,65.89940032958984
Lifeguard Dock DataPod™,03:49 04/27/2025,1.450000047683716,-9.600000381469727,8.479000091552734,48720,65.80940170288085
Lifeguard Dock DataPod™,03:19 04/27/2025,1.409999966621399,26.39999961853027,8.486000061035156,48720,65.6401985168457
Lifeguard Dock DataPod™,02:50 04/27/2025,1.480000019073486,5.099999904632568,8.479000091552734,49250,65.93720016479492
Lifeguard Dock DataPod™,02:20 04/27/2025,1.889999985694885,0.6000000238418579,8.468999862670898,47920,66.16939964294433
Lifeguard Dock DataPod™,01:50 04/27/2025,1.580000042915344,-23.60000038146973,8.449999809265137,48470,66.56359939575195
Lifeguard Dock DataPod™,01:20 04/27/2025,1.580000042915344,4.199999809265137,8.4399995803833,46130,66.51680107116698
Lifeguard Dock DataPod™,00:50 04/27/2025,1.440000057220459,8.199999809265137,8.447999954223633,45240,66.79940032958984
Lifeguard Dock DataPod™,00:20 04/27/2025,1.610000014305115,15.19999980926514,8.442999839782715,44420,67.11800041198731
Lifeguard Dock DataPod™,23:50 04/26/2025,1.700000047683716,7.900000095367432,8.49899959564209,41890,67.31780052185059
Lifeguard Dock DataPod™,23:21 04/26/2025,2,14.10000038146973,8.505999565124512,38740,68.07739868164063
Lifeguard Dock DataPod™,22:51 04/26/2025,2.019999980926514,14.60000038146973,8.480999946594238,37810,68.18179969787597
Lifeguard Dock DataPod™,22:21 04/26/2025,1.889999985694885,-1,8.458999633789062,37800,68.10259857177735
Lifeguard Dock DataPod™,21:51 04/26/2025,2.210000038146973,1.399999976158142,8.46500015258789,40020,67.71200027465821
Lifeguard Dock DataPod™,21:21 04/26/2025,1.960000038146973,-11.80000019073486,8.428000450134277,45300,66.83000068664552
Lifeguard Dock DataPod™,20:51 04/26/2025,1.460000038146973,16.29999923706055,8.34000015258789,51960,65.37200164794922
Lifeguard Dock DataPod™,20:21 04/26/2025,1.279999971389771,19.29999923706055,8.255999565124512,52440,64.67719879150391
Lifeguard Dock DataPod™,19:51 04/26/2025,1.25,11.89999961853027,8.08899974822998,52690,64.27579956054689
Lifeguard Dock DataPod™,19:21 04/26/2025,1.080000042915344,-21.20000076293945,7.935999870300293,52600,64.11559829711915
Lifeguard Dock DataPod™,18:52 04/26/2025,1.190000057220459,5.599999904632568,7.874000072479248,52630,64.07240142822266
Lifeguard Dock DataPod™,18:22 04/26/2025,1.169999957084656,21.60000038146973,8.484000205993652,52280,63.96439895629884
Lifeguard Dock DataPod™,17:52 04/26/2025,0.8399999737739563,42.70000076293945,8.486000061035156,52040,64.02920112609863
Lifeguard Dock DataPod™,17:22 04/26/2025,1.049999952316284,26.39999961853027,8.51200008392334,51950,64.14260063171386
Lifeguard Dock DataPod™,16:52 04/26/2025,0.800000011920929,20.79999923706055,8.496000289916992,51160,64.2488006591797
Lifeguard Dock DataPod™,16:22 04/26/2025,0.7900000214576721,-84.19999694824219,8.48799991607666,51640,64.28839950561525
Lifeguard Dock DataPod™,15:52 04/26/2025,0.699999988079071,3.099999904632568,8.479999542236328,50950,64.36939964294433
Lifeguard Dock DataPod™,15:22 04/26/2025,0.8500000238418579,21.10000038146973,8.510000228881836,50930,64.32799835205078
Lifeguard Dock DataPod™,14:52 04/26/2025,0.7300000190734863,24.79999923706055,8.482000350952148,50150,64.35859870910645
Lifeguard Dock DataPod™,14:23 04/26/2025,0.5799999833106995,32.79999923706055,8.470000267028809,48500,64.40360145568847
Lifeguard Dock DataPod™,13:53 04/26/2025,0.550000011920929,27,8.460000038146973,47820,64.19659843444823
Lifeguard Dock DataPod™,13:23 04/26/2025,0.5099999904632568,22.39999961853027,8.468999862670898,46730,63.40099945068359
Lifeguard Dock DataPod™,12:53 04/26/2025,0.3899999856948853,40,8.46399974822998,47020,64.83020057678223
Lifeguard Dock DataPod™,12:23 04/26/2025,0.4600000083446503,48.59999847412109,8.458000183105469,48210,64.84459953308107
Lifeguard Dock DataPod™,11:53 04/26/2025,0.4600000083446503,16.70000076293945,8.45300006866455,44690,64.39639854431152
Lifeguard Dock DataPod™,11:23 04/26/2025,0.5699999928474426,32.79999923706055,8.456000328063965,44650,64.5889991760254
Lifeguard Dock DataPod™,10:54 04/26/2025,0.9700000286102294,34.79999923706055,8.458000183105469,45010,64.52059898376464
Lifeguard Dock DataPod™,10:24 04/26/2025,0.7300000190734863,27.5,8.456000328063965,44980,64.40719947814942
Lifeguard Dock DataPod™,09:54 04/26/2025,0.7400000095367432,22.20000076293945,8.472000122070312,47640,64.11559829711915
Lifeguard Dock DataPod™,09:24 04/26/2025,0.7099999785423279,30,8.461999893188477,52620,63.94639854431152
Lifeguard Dock DataPod™,08:54 04/26/2025,0.8500000238418579,25.10000038146973,8.467000007629395,53040,64.1228012084961
Lifeguard Dock DataPod™,08:24 04/26/2025,0.9399999976158142,16.60000038146973,8.47700023651123,53130,64.3711986541748
Lifeguard Dock DataPod™,07:54 04/26/2025,0.9800000190734864,14.19999980926514,8.470000267028809,53150,64.48460159301759
Lifeguard Dock DataPod™,07:25 04/26/2025,1.059999942779541,-16.39999961853027,8.472999572753906,53080,64.7509994506836
Lifeguard Dock DataPod™,06:55 04/26/2025,1.179999947547913,29.39999961853027,8.479000091552734,52710,65.39539909362793
Lifeguard Dock DataPod™,06:25 04/26/2025,1.279999971389771,-14.89999961853027,8.46500015258789,43890,65.81479873657226
Lifeguard Dock DataPod™,05:55 04/26/2025,1.47000002861023,-18.89999961853027,8.470000267028809,52090,65.98399848937989
Lifeguard Dock DataPod™,05:25 04/26/2025,1.620000004768372,-23.29999923706055,8.493000030517578,51900,66.20540046691895
Lifeguard Dock DataPod™,04:55 04/26/2025,2.319999933242798,-26.39999961853027,8.491000175476074,51900,66.52039909362793
Lifeguard Dock DataPod™,04:25 04/26/2025,1.730000019073486,9.899999618530273,8.480999946594238,52010,66.55099945068359
Lifeguard Dock DataPod™,03:56 04/26/2025,2.019999980926514,25.70000076293945,8.477999687194824,52220,66.4610008239746
Lifeguard Dock DataPod™,03:26 04/26/2025,1.549999952316284,-31.79999923706055,8.472999572753906,52120,66.5348014831543
Lifeguard Dock DataPod™,02:56 04/26/2025,1.580000042915344,17.70000076293945,8.406000137329102,51790,66.83359870910644
Lifeguard Dock DataPod™,02:26 04/26/2025,1.649999976158142,10.10000038146973,8.456000328063965,51580,67.13239936828613
Lifeguard Dock DataPod™,01:56 04/26/2025,1.610000014305115,14.89999961853027,8.451000213623047,51730,67.49419975280762
Lifeguard Dock DataPod™,01:26 04/26/2025,1.740000009536743,20.89999961853027,8.454000473022461,50970,67.76959953308106
Lifeguard Dock DataPod™,00:56 04/26/2025,1.879999995231628,9.300000190734863,8.527999877929688,50860,68.17099876403807
Lifeguard Dock DataPod™,00:26 04/26/2025,1.97000002861023,7.599999904632568,8.458000183105469,50610,68.27539978027345
Lifeguard Dock DataPod™,23:57 04/25/2025,2.039999961853027,17.89999961853027,8.522000312805176,50880,68.39059829711914
Lifeguard Dock DataPod™,23:27 04/25/2025,2.369999885559082,16.10000038146973,8.48799991607666,49080,68.62460021972656
Lifeguard Dock DataPod™,22:57 04/25/2025,2.259999990463257,18.89999961853027,8.494000434875488,48030,69.57860145568847
Lifeguard Dock DataPod™,22:27 04/25/2025,2.25,-6.300000190734863,8.496999740600586,47640,69.58219947814942
Lifeguard Dock DataPod™,21:57 04/25/2025,2.230000019073486,23.60000038146973,8.5,48200,69.50839881896972
Lifeguard Dock DataPod™,21:27 04/25/2025,2.400000095367432,-8.899999618530273,8.520000457763672,49880,69.17719879150391
Lifeguard Dock DataPod™,20:57 04/25/2025,2.109999895095825,-59.59999847412109,8.517000198364258,51850,68.21780052185058
Lifeguard Dock DataPod™,20:27 04/25/2025,2,-2.299999952316284,8.487000465393066,52200,67.5230010986328
Lifeguard Dock DataPod™,19:58 04/25/2025,1.659999966621399,-4.099999904632568,8.494999885559082,52570,66.52940101623535
Lifeguard Dock DataPod™,19:28 04/25/2025,1.659999966621399,13.69999980926514,8.468999862670898,52880,65.8598014831543
Lifeguard Dock DataPod™,18:58 04/25/2025,1.279999971389771,28.60000038146973,8.446999549865723,53000,65.32519989013672
Lifeguard Dock DataPod™,18:28 04/25/2025,1.370000004768372,18.39999961853027,8.434000015258789,52740,65.32519989013672
Lifeguard Dock DataPod™,17:58 04/25/2025,1.070000052452087,21,8.4350004196167,52750,65.2478012084961
Lifeguard Dock DataPod™,17:28 04/25/2025,0.9599999785423278,43.70000076293945,8.369999885559082,52370,65.4151985168457
Lifeguard Dock DataPod™,16:58 04/25/2025,0.9100000262260438,18.39999961853027,8.220000267028809,52310,65.31439895629883
Lifeguard Dock DataPod™,16:28 04/25/2025,1.090000033378601,12.19999980926514,8.041999816894531,52280,65.24419975280762
Lifeguard Dock DataPod™,15:58 04/25/2025,0.8700000047683716,51.90000152587891,8.487000465393066,51730,65.04800109863281
Lifeguard Dock DataPod™,15:29 04/25/2025,0.7400000095367432,9.5,8.48799991607666,51830,64.97599945068359
Lifeguard Dock DataPod™,14:59 04/25/2025,0.6000000238418579,72.69999694824219,8.46500015258789,51890,64.88779983520509
Lifeguard Dock DataPod™,14:29 04/25/2025,0.5799999833106995,-6.699999809265137,8.470999717712402,51880,65.02820167541503
Lifeguard Dock DataPod™,13:59 04/25/2025,0.6200000047683716,15,8.470999717712402,51880,65.08759994506835
Lifeguard Dock DataPod™,13:29 04/25/2025,0.5699999928474426,70.69999694824219,8.472999572753906,52180,65.15059967041016
Lifeguard Dock DataPod™,12:59 04/25/2025,0.5,45.09999847412109,8.484999656677246,51000,65.17579956054688
Lifeguard Dock DataPod™,12:29 04/25/2025,0.5600000023841858,60,8.480999946594238,52520,65.31620140075682
Lifeguard Dock DataPod™,12:00 04/25/2025,0.4699999988079071,68.5999984741211,8.475000381469727,51860,65.43680038452149
Lifeguard Dock DataPod™,11:30 04/25/2025,0.5199999809265137,65.69999694824219,8.480999946594238,47600,65.42960090637207
Lifeguard Dock DataPod™,11:00 04/25/2025,0.6000000238418579,45.20000076293945,8.472999572753906,47530,65.69059829711915
Lifeguard Dock DataPod™,10:30 04/25/2025,0.6399999856948853,37.09999847412109,8.480999946594238,47350,65.77880134582519
Lifeguard Dock DataPod™,10:00 04/25/2025,0.6700000166893005,8.199999809265137,8.47599983215332,47780,65.5591983795166
Lifeguard Dock DataPod™,09:30 04/25/2025,0.7599999904632568,23.60000038146973,8.48900032043457,50140,65.21539840698242
Lifeguard Dock DataPod™,09:00 04/25/2025,0.6399999856948853,53.40000152587891,8.498000144958496,52240,65.01559829711914
Lifeguard Dock DataPod™,08:30 04/25/2025,0.6200000047683716,66.69999694824219,8.517999649047852,52660,65.02460021972655
Lifeguard Dock DataPod™,08:01 04/25/2025,0.8899999856948853,45.70000076293945,8.515999794006348,52840,65.07139854431152
Lifeguard Dock DataPod™,07:31 04/25/2025,1.129999995231628,64.9000015258789,8.520000457763672,52870,65.25320167541503
Lifeguard Dock DataPod™,07:01 04/25/2025,1.129999995231628,34.59999847412109,8.512999534606934,52770,65.38640060424805
Lifeguard Dock DataPod™,06:31 04/25/2025,1.070000052452087,48.29999923706055,8.531999588012695,52520,65.69240074157715
Lifeguard Dock DataPod™,06:01 04/25/2025,1.139999985694885,35.20000076293945,8.545999526977539,52290,66.03259925842286
Lifeguard Dock DataPod™,05:31 04/25/2025,1.169999957084656,33.09999847412109,8.538999557495117,51590,66.22880134582519
Lifeguard Dock DataPod™,05:02 04/25/2025,1.230000019073486,48.70000076293945,8.562000274658203,51400,66.54559898376465
Lifeguard Dock DataPod™,04:32 04/25/2025,1.22000002861023,51.20000076293945,8.576000213623047,29750,66.5401985168457
Lifeguard Dock DataPod™,04:02 04/25/2025,1.330000042915344,49.09999847412109,8.574000358581543,30880,66.55819892883301
Lifeguard Dock DataPod™,03:32 04/25/2025,1.269999980926514,33.59999847412109,8.571000099182129,30680,66.61760063171387
Lifeguard Dock DataPod™,03:02 04/25/2025,1.370000004768372,57.20000076293945,8.567000389099121,30070,66.84619865417481
Lifeguard Dock DataPod™,02:32 04/25/2025,1.350000023841858,14.69999980926514,8.571000099182129,29600,67.10899848937989
Lifeguard Dock DataPod™,02:02 04/25/2025,1.389999985694885,27.89999961853027,8.550999641418457,29600,67.49240074157714
Lifeguard Dock DataPod™,01:32 04/25/2025,1.5,23.20000076293945,8.552000045776367,29610,67.67599945068359
Lifeguard Dock DataPod™,01:03 04/25/2025,1.559999942779541,24.70000076293945,8.555000305175781,29640,67.90460090637207
Lifeguard Dock DataPod™,00:33 04/25/2025,1.649999976158142,25.20000076293945,8.562000274658203,29680,68.1368003845215
Lifeguard Dock DataPod™,00:03 04/25/2025,1.740000009536743,44.59999847412109,8.562000274658203,30610,68.6120002746582
Lifeguard Dock DataPod™,23:33 04/24/2025,1.72000002861023,6.099999904632568,8.553999900817871,28330,68.63720016479492
Lifeguard Dock DataPod™,23:03 04/24/2025,1.730000019073486,26,8.583000183105469,27320,68.40320167541503
Lifeguard Dock DataPod™,22:33 04/24/2025,1.710000038146973,32.59999847412109,8.619000434875488,26630,69.06919975280762
Lifeguard Dock DataPod™,22:04 04/24/2025,1.879999995231628,16.39999961853027,8.574000358581543,26510,69.19700164794921
Lifeguard Dock DataPod™,21:34 04/24/2025,1.700000047683716,3.700000047683716,8.60200023651123,26740,68.94860076904297
Lifeguard Dock DataPod™,21:04 04/24/2025,1.740000009536743,6.199999809265137,8.61400032043457,27120,68.40679969787598
Lifeguard Dock DataPod™,20:34 04/24/2025,1.610000014305115,9.199999809265137,8.57800006866455,28380,67.82360076904297
Lifeguard Dock DataPod™,20:04 04/24/2025,1.480000019073486,12.5,8.407999992370605,29790,66.98839950561523
Lifeguard Dock DataPod™,19:34 04/24/2025,1.789999961853027,34.09999847412109,8.270000457763672,32440,65.90480079650878
Lifeguard Dock DataPod™,19:04 04/24/2025,1.210000038146973,37.40000152587891,8.163999557495117,31120,65.34499931335449
Lifeguard Dock DataPod™,18:34 04/24/2025,1.019999980926514,54.40000152587891,8.102999687194824,31750,65.08759994506835
Lifeguard Dock DataPod™,18:04 04/24/2025,0.8700000047683716,56.40000152587891,7.992000102996826,31730,64.89679832458496
Lifeguard Dock DataPod™,17:35 04/24/2025,0.8100000023841858,42.09999847412109,7.880000114440918,31610,64.96339950561524
Lifeguard Dock DataPod™,17:05 04/24/2025,0.7400000095367432,28.89999961853027,8.519000053405762,31650,64.96339950561524
Lifeguard Dock DataPod™,16:35 04/24/2025,0.6000000238418579,60.20000076293945,8.479000091552734,31530,64.68259925842285
Lifeguard Dock DataPod™,16:05 04/24/2025,0.6200000047683716,53.70000076293945,8.484999656677246,31500,64.61600151062012
Lifeguard Dock DataPod™,15:35 04/24/2025,0.5,52.90000152587891,8.475000381469727,33780,64.35500068664551
Lifeguard Dock DataPod™,15:05 04/24/2025,0.5099999904632568,82.69999694824219,8.562000274658203,30500,64.4810001373291
Lifeguard Dock DataPod™,14:35 04/24/2025,0.5299999713897705,57.29999923706055,8.503000259399414,30560,64.41259994506835
Lifeguard Dock DataPod™,14:05 04/24/2025,0.6299999952316284,50.90000152587891,8.484000205993652,30150,64.31539840698241
Lifeguard Dock DataPod™,13:35 04/24/2025,0.6299999952316284,41.40000152587891,8.479000091552734,30200,64.29379997253417
Lifeguard Dock DataPod™,13:06 04/24/2025,0.699999988079071,51.20000076293945,8.475000381469727,33080,64.3658016204834
Lifeguard Dock DataPod™,12:36 04/24/2025,0.4799999892711639,18.79999923706055,8.505999565124512,33670,64.74200096130372
Lifeguard Dock DataPod™,12:06 04/24/2025,0.5,60.5,8.501999855041504,33780,64.80859870910643
Lifeguard Dock DataPod™,11:36 04/24/2025,0.4099999964237213,67.4000015258789,8.491999626159668,32990,64.85
Lifeguard Dock DataPod™,11:06 04/24/2025,0.3700000047683716,69.0999984741211,8.494999885559082,31980,64.79419975280761
Lifeguard Dock DataPod™,10:36 04/24/2025,0.300000011920929,60.40000152587891,8.505999565124512,32420,64.96879997253419
Lifeguard Dock DataPod™,10:06 04/24/2025,0.300000011920929,65.69999694824219,8.489999771118164,32150,64.97420043945313
Lifeguard Dock DataPod™,09:36 04/24/2025,0.3199999928474427,65.5999984741211,8.484000205993652,34050,65.01020126342775
Lifeguard Dock DataPod™,09:07 04/24/2025,0.4499999880790711,59.59999847412109,8.482999801635742,35020,64.99399986267089
Lifeguard Dock DataPod™,08:37 04/24/2025,0.5799999833106995,59.09999847412109,8.487000465393066,33540,65.04439964294433
Lifeguard Dock DataPod™,08:07 04/24/2025,0.6800000071525574,67.69999694824219,8.486000061035156,31640,65.06780052185059
Lifeguard Dock DataPod™,07:37 04/24/2025,0.6499999761581421,62.59999847412109,8.487000465393066,32410,65.17579956054688
Lifeguard Dock DataPod™,07:07 04/24/2025,0.7900000214576721,60.40000152587891,8.506999969482422,32300,65.24599876403808
Lifeguard Dock DataPod™,06:37 04/24/2025,0.7599999904632568,61.70000076293945,8.482000350952148,32470,65.33060035705567
Lifeguard Dock DataPod™,06:07 04/24/2025,0.8999999761581421,48.20000076293945,8.486000061035156,32490,65.47820167541504
